Var1 Var2
2e-10 2.95714114331203e-09
0.000200000196 1.25458893108475e-09
0.000400000192 3.66448565904149e-10
0.000600000188 -6.89625286248821e-10
0.000800000184 4.17509610075025e-09
0.00100000018 6.46956978631582e-09
0.001200000176 9.59366105704812e-09
0.001400000172 3.07316093970161e-08
0.001600000168 8.14606963850041e-08
0.001800000164 3.06788270436384e-07
0.00200000016 1.22636536151573e-06
0.002200000156 4.4192686659409e-06
0.002400000152 1.47066249648761e-05
0.002600000148 4.65411537882689e-05
0.002800000144 0.000136022374637978
0.00300000014 0.000366180485944065
0.003200000136 0.000901829749908803
0.003400000132 0.00200176084318671
0.003600000128 0.00397182043407362
0.003800000124 0.00702923806857922
0.00400000012 0.0112002497397944
0.004200000116 0.0163293563507032
0.004400000112 0.0221719963989658
0.004600000108 0.028476105035903
0.004800000104 0.0350171779513147
0.0050000001 0.0416170196721769
0.005200000096 0.0481406148116015
0.005400000092 0.0544885214567622
0.005600000088 0.0605893308683535
0.005800000084 0.0663928990138682
0.00600000008 0.0718644068530583
0.006200000076 0.0769779091367372
0.006400000072 0.0816622290291963
0.006600000068 0.0853792681217167
0.006800000064 0.0856346243039482
0.00700000006 0.0794361697371319
0.007200000056 0.0690144045078291
0.007400000052 0.0575248448861817
0.007600000048 0.0461611796009086
0.007800000044 0.0353794314285479
0.00800000004 0.0255252049684827
0.008200000036 0.0169871345869306
0.008400000032 0.0101608233501496
0.008600000028 0.0053150940778204
0.008800000024 0.00239050123840976
0.00900000002 0.000923311165300897
0.009200000016 0.000313484405506372
0.009400000012 9.3869352793212e-05
0.009600000008 2.50275648339208e-05
0.009800000004 6.29537263628546e-06
0.01 1.43975172430808e-06
0.010199999996 2.55906982459882e-07
0.010399999992 4.26772019191522e-08
0.010599999988 1.34113907071188e-08
0.010799999984 6.23482798532688e-09
0.01099999998 4.33971411493e-09
0.011199999976 1.86370047232077e-09
0.011399999972 1.21329006975242e-09
0.011599999968 -4.8632235174782e-10
0.011799999964 -2.21175692535889e-09
0.01199999996 -2.01934914662235e-09
0.012199999956 -1.45966351419966e-09
0.012399999952 -2.57162871638473e-09
0.012599999948 -1.34987037457246e-09
0.012799999944 -3.33128587943509e-10
0.01299999994 -4.31272629089807e-10
0.013199999936 2.07660421739001e-10
0.013399999932 4.07917492062247e-10
0.013599999928 1.60820538393581e-10
0.013799999924 2.43254241126945e-10
0.01399999992 -3.88338718337929e-10
0.014199999916 -7.15799224298307e-11
0.014399999912 -1.6489801497217e-10
0.014599999908 -1.72559655892399e-10
0.014799999904 -4.21379771819218e-11
0.0149999999 -2.34436736897022e-10
0.015199999896 -2.41388317910547e-10
0.015399999892 1.09119183080786e-10
0.015599999888 -1.09361695711979e-10
0.015799999884 -1.5512218525234e-10
0.01599999988 1.13045846368542e-10
0.016199999876 -4.68728945843337e-11
0.016399999872 -9.17254488100974e-11
0.016599999868 -2.00649784272356e-11
0.016799999864 -9.9228958815135e-12
0.01699999986 -5.91332488093226e-11
0.017199999856 -4.55118942392299e-11
0.017399999852 1.23265036025501e-11
0.017599999848 -3.70477193371987e-11
0.017799999844 -4.85511362080559e-11
0.01799999984 1.81735465003132e-11
0.018199999836 -2.19977115923081e-11
0.018399999832 -4.31859413598945e-11
0.018599999828 -1.60186828033991e-11
0.018799999824 -1.05295191844997e-11
0.01899999982 -3.57500137243213e-11
0.019199999816 -3.12158259427199e-11
0.019399999812 -4.0152672544146e-12
0.019599999808 -2.91475700442846e-11
0.019799999804 -3.49392994977226e-11
0.0199999998 -1.43107992681831e-12
