x	y
0.0000000000000000E+000	4.1679694161943291E-008
1.6949152542372881E-002	6.7071512316545937E-003
3.3898305084745763E-002	1.2743241829456570E-002
5.0847457627118647E-002	1.8168923755660350E-002
6.7796610169491525E-002	2.3039191163836036E-002
8.4745762711864403E-002	2.7403786689972842E-002
1.0169491525423729E-001	3.1307550718999537E-002
1.1864406779661017E-001	3.4790755124575849E-002
1.3559322033898305E-001	3.7889413958482145E-002
1.5254237288135594E-001	4.0635574049099142E-002
1.6949152542372881E-001	4.3057580060211639E-002
1.8644067796610170E-001	4.5180318528964307E-002
2.0338983050847459E-001	4.7025437633201890E-002
2.2033898305084745E-001	4.8611547720492587E-002
2.3728813559322035E-001	4.9954401187179691E-002
2.5423728813559321E-001	5.1067056647197510E-002
2.7118644067796610E-001	5.1960027295745184E-002
2.8813559322033899E-001	5.2641418057353950E-002
3.0508474576271188E-001	5.3117052273208648E-002
3.2203389830508472E-001	5.3390592149635013E-002
3.3898305084745761E-001	5.3463654264141611E-002
3.5593220338983050E-001	5.3335924111977968E-002
3.7288135593220340E-001	5.3005271403753801E-002
3.8983050847457629E-001	5.2467870065821834E-002
4.0677966101694918E-001	5.1718325100807462E-002
4.2372881355932202E-001	5.0749810478456440E-002
4.4067796610169491E-001	4.9554220822045872E-002
4.5762711864406780E-001	4.8122341561168666E-002
4.7457627118644069E-001	4.6444041190397148E-002
4.9152542372881358E-001	4.4508491134596907E-002
5.0847457627118642E-001	4.2304418102384563E-002
5.2542372881355937E-001	3.9820395674654584E-002
5.4237288135593220E-001	3.7045181743072544E-002
5.5932203389830504E-001	3.3968110367409758E-002
5.7627118644067798E-001	3.0579547077453487E-002
5.9322033898305082E-001	2.6871418871911964E-002
6.1016949152542377E-001	2.2837831348458980E-002
6.2711864406779660E-001	1.8475788271969135E-002
6.4406779661016944E-001	1.3786031018463952E-002
6.6101694915254239E-001	8.7740195519944702E-003
6.7796610169491522E-001	3.4510801429652759E-003
6.9491525423728817E-001	-2.1642481321870028E-003
7.1186440677966101E-001	-8.0446299777493444E-003
7.2881355932203384E-001	-1.4152063674872846E-002
7.4576271186440679E-001	-2.0435662870465467E-002
7.6271186440677963E-001	-2.6829008059023100E-002
7.7966101694915257E-001	-3.3246962375803581E-002
7.9661016949152541E-001	-3.9581806555924075E-002
8.1355932203389836E-001	-4.5698497359519474E-002
8.3050847457627119E-001	-5.1428773224140224E-002
8.4745762711864403E-001	-5.6563713124610601E-002
8.6440677966101698E-001	-6.0844174542196656E-002
8.8135593220338981E-001	-6.3948242167296721E-002
8.9830508474576276E-001	-6.5474362669195915E-002
9.1525423728813560E-001	-6.4918028506574424E-002
9.3220338983050843E-001	-6.1638527235777715E-002
9.4915254237288138E-001	-5.4809667012474840E-002
9.6610169491525422E-001	-4.3343562071162231E-002
9.8305084745762716E-001	-2.5766089684202912E-002
1.0000000000000000E+000	-1.8220681160774862E-007
