x	y
0.0000000000000000E+000	1.5045622464474035E-006
1.6949152542372881E-002	1.7431461147288879E-001
3.3898305084745763E-002	2.7975908005785077E-001
5.0847457627118647E-002	3.1947510954880703E-001
6.7796610169491525E-002	3.0323699436774532E-001
8.4745762711864403E-002	2.4939102426476367E-001
1.0169491525423729E-001	1.8039489173986090E-001
1.1864406779661017E-001	1.1491849673327932E-001
1.3559322033898305E-001	6.2985976224562479E-002
1.5254237288135594E-001	2.6806201725272316E-002
1.6949152542372881E-001	4.3024408351061720E-003
1.8644067796610170E-001	-7.9599481638632195E-003
2.0338983050847459E-001	-1.3283803665479460E-002
2.2033898305084745E-001	-1.4320659756999241E-002
2.3728813559322035E-001	-1.2998022649461543E-002
2.5423728813559321E-001	-1.0611715027141162E-002
2.7118644067796610E-001	-7.9634664668497175E-003
2.8813559322033899E-001	-5.4968381952140710E-003
3.0508474576271188E-001	-3.4139285219577050E-003
3.2203389830508472E-001	-1.7670808947231980E-003
3.3898305084745761E-001	-5.2598263803289218E-004
3.5593220338983050E-001	3.7693606354395387E-004
3.7288135593220340E-001	1.0183128402709843E-003
3.8983050847457629E-001	1.4684466927615961E-003
4.0677966101694918E-001	1.7845091657377517E-003
4.2372881355932202E-001	2.0090926000924849E-003
4.4067796610169491E-001	2.1716385193452465E-003
4.5762711864406780E-001	2.2910775164205338E-003
4.7457627118644069E-001	2.3786874772045064E-003
4.9152542372881358E-001	2.4406017257971369E-003
5.0847457627118642E-001	2.4797547022862203E-003
5.2542372881355937E-001	2.4972088854628492E-003
5.4237288135593220E-001	2.4929436978576472E-003
5.5932203389830504E-001	2.4662390548629838E-003
5.7627118644067798E-001	2.4158381650138615E-003
5.9322033898305082E-001	2.3401208480156878E-003
6.1016949152542377E-001	2.2375427526603216E-003
6.2711864406779660E-001	2.1076266857728465E-003
6.4406779661016944E-001	1.9527213784399828E-003
6.6101694915254239E-001	1.7806229370057149E-003
6.7796610169491522E-001	1.6077780583639925E-003
6.9491525423728817E-001	1.4623049824425338E-003
7.1186440677966101E-001	1.3851053553359683E-003
7.2881355932203384E-001	1.4264005203521149E-003
7.4576271186440679E-001	1.6334434596980306E-003
7.6271186440677963E-001	2.0242328629422428E-003
7.7966101694915257E-001	2.5408616909154465E-003
7.9661016949152541E-001	2.9770033830463119E-003
8.1355932203389836E-001	2.8763448757130306E-003
8.3050847457627119E-001	1.4048905384528472E-003
8.4745762711864403E-001	-2.7892215148806053E-003
8.6440677966101698E-001	-1.1698567802440036E-002
8.8135593220338981E-001	-2.8003871694522248E-002
8.9830508474576276E-001	-5.4937352934120366E-002
9.1525423728813560E-001	-9.5736872149758845E-002
9.3220338983050843E-001	-1.5218713622507532E-001
9.4915254237288138E-001	-2.2101685957446837E-001
9.6610169491525422E-001	-2.8481497302860825E-001
9.8305084745762716E-001	-2.8504367743682779E-001
1.0000000000000000E+000	-6.7871993755384610E-005
