x	y
0.0000000000000000E+000	1.5999999097555693E+000
1.6949152542372881E-002	1.5846736293381596E+000
3.3898305084745763E-002	1.5692566883874171E+000
5.0847457627118647E-002	1.5537464560224059E+000
6.7796610169491525E-002	1.5381402932013564E+000
8.4745762711864403E-002	1.5224355745007809E+000
1.0169491525423729E-001	1.5066297067056502E+000
1.1864406779661017E-001	1.4907201254338653E+000
1.3559322033898305E-001	1.4747042953754230E+000
1.5254237288135594E-001	1.4585797071330677E+000
1.6949152542372881E-001	1.4423438722840689E+000
1.8644067796610170E-001	1.4259943176112921E+000
2.0338983050847459E-001	1.4095285784603342E+000
2.2033898305084745E-001	1.3929441919932479E+000
2.3728813559322035E-001	1.3762386896567969E+000
2.5423728813559321E-001	1.3594095896187792E+000
2.7118644067796610E-001	1.3424543885377711E+000
2.8813559322033899E-001	1.3253705530624758E+000
3.0508474576271188E-001	1.3081555106343035E+000
3.2203389830508472E-001	1.2908066396280400E+000
3.3898305084745761E-001	1.2733212586247018E+000
3.5593220338983050E-001	1.2556966145209560E+000
3.7288135593220340E-001	1.2379298694345284E+000
3.8983050847457629E-001	1.2200180858339855E+000
4.0677966101694918E-001	1.2019582099265256E+000
4.2372881355932202E-001	1.1837470525223692E+000
4.4067796610169491E-001	1.1653812673570421E+000
4.5762711864406780E-001	1.1468573259599573E+000
4.7457627118644069E-001	1.1281714888274794E+000
4.9152542372881358E-001	1.1093197719546888E+000
5.0847457627118642E-001	1.0902979080293567E+000
5.2542372881355937E-001	1.0711013014229236E+000
5.4237288135593220E-001	1.0517249755099225E+000
5.5932203389830504E-001	1.0321635116639234E+000
5.7627118644067798E-001	1.0124109772482492E+000
5.9322033898305082E-001	9.9246084230547038E-001
6.1016949152542377E-001	9.7230588042660193E-001
6.2711864406779660E-001	9.5193805398871412E-001
6.4406779661016944E-001	9.3134837650151081E-001
6.6101694915254239E-001	9.1052675279260742E-001
6.7796610169491522E-001	8.8946178568718792E-001
6.9491525423728817E-001	8.6814055030171133E-001
7.1186440677966101E-001	8.4654831844690248E-001
7.2881355932203384E-001	8.2466823398227895E-001
7.4576271186440679E-001	8.0248091210596517E-001
7.6271186440677963E-001	7.7996396123971778E-001
7.7966101694915257E-001	7.5709138526563180E-001
7.9661016949152541E-001	7.3383285769622186E-001
8.1355932203389836E-001	7.1015279988619362E-001
8.3050847457627119E-001	6.8600923541901793E-001
8.4745762711864403E-001	6.6135230643907850E-001
8.6440677966101698E-001	6.3612237246284720E-001
8.8135593220338981E-001	6.1024748539369644E-001
8.9830508474576276E-001	5.8364002111560831E-001
9.1525423728813560E-001	5.5619205267206340E-001
9.3220338983050843E-001	5.2776883992074453E-001
9.4915254237288138E-001	4.9819942085929980E-001
9.6610169491525422E-001	4.6726243493234726E-001
9.8305084745762716E-001	4.3466385269617613E-001
1.0000000000000000E+000	4.0000021486749915E-001
