x	y
0.0000000000000000E+000	1.5999996260249887E+000
1.6949152542372881E-002	1.5355940924926679E+000
3.3898305084745763E-002	1.4698220241403841E+000
5.0847457627118647E-002	1.4032663666724434E+000
6.7796610169491525E-002	1.3369519936819003E+000
8.4745762711864403E-002	1.2722876538818406E+000
1.0169491525423729E-001	1.2109461732234126E+000
1.1864406779661017E-001	1.1546735144110771E+000
1.3559322033898305E-001	1.1050427357593386E+000
1.5254237288135594E-001	1.0632034869809295E+000
1.6949152542372881E-001	1.0296979475977877E+000
1.8644067796610170E-001	1.0044055357106623E+000
2.0338983050847459E-001	9.8663101856207625E-001
2.2033898305084745E-001	9.7529400023222479E-001
2.3728813559322035E-001	9.6914780690832136E-001
2.5423728813559321E-001	9.6696307891598876E-001
2.7118644067796610E-001	9.6764637607742354E-001
2.8813559322033899E-001	9.7029414889791976E-001
3.0508474576271188E-001	9.7419967828526022E-001
3.2203389830508472E-001	9.7883342501307147E-001
3.3898305084745761E-001	9.8381215568264180E-001
3.5593220338983050E-001	9.8886691246785563E-001
3.7288135593220340E-001	9.9381441026925332E-001
3.8983050847457629E-001	9.9853377607340543E-001
4.0677966101694918E-001	1.0029486304854991E+000
4.2372881355932202E-001	1.0070138578068533E+000
4.4067796610169491E-001	1.0107062007906593E+000
4.5762711864406780E-001	1.0140177695639698E+000
4.7457627118644069E-001	1.0169517765809024E+000
4.9152542372881358E-001	1.0195198546601656E+000
5.0847457627118642E-001	1.0217405385310798E+000
5.2542372881355937E-001	1.0236385197714872E+000
5.4237288135593220E-001	1.0252444176017492E+000
5.5932203389830504E-001	1.0265948141710255E+000
5.7627118644067798E-001	1.0277323471206146E+000
5.9322033898305082E-001	1.0287056368644372E+000
6.1016949152542377E-001	1.0295688006673320E+000
6.2711864406779660E-001	1.0303802659062256E+000
6.4406779661016944E-001	1.0312005208195607E+000
6.6101694915254239E-001	1.0320883764144113E+000
6.7796610169491522E-001	1.0330952179330388E+000
6.9491525423728817E-001	1.0342566474937920E+000
7.1186440677966101E-001	1.0355808442833061E+000
7.2881355932203384E-001	1.0370329153584108E+000
7.4576271186440679E-001	1.0385145129219824E+000
7.6271186440677963E-001	1.0398380393144104E+000
7.7966101694915257E-001	1.0406949378312318E+000
7.9661016949152541E-001	1.0406178880777230E+000
8.1355932203389836E-001	1.0389372957019261E+000
8.3050847457627119E-001	1.0347334375538042E+000
8.4745762711864403E-001	1.0267869934769396E+000
8.6440677966101698E-001	1.0135327322627619E+000
8.8135593220338981E-001	9.9302341445646203E-001
8.9830508474576276E-001	9.6291341536417863E-001
9.1525423728813560E-001	9.2047244977668796E-001
9.3220338983050843E-001	8.6263589655986139E-001
9.4915254237288138E-001	7.8607785235269778E-001
9.6610169491525422E-001	6.8721086795229158E-001
9.8305084745762716E-001	5.6163350644719245E-001
1.0000000000000000E+000	4.0000191303343297E-001
