x	y
0.0000000000000000E+000	1.6000173399351896E+000
1.6949152542372881E-002	1.2955127310870946E+000
3.3898305084745763E-002	9.9980619659457493E-001
5.0847457627118647E-002	7.8364684148716879E-001
6.7796610169491525E-002	6.7215928234942501E-001
8.4745762711864403E-002	6.2783952014553279E-001
1.0169491525423729E-001	6.1137278767723136E-001
1.1864406779661017E-001	6.0459202497363118E-001
1.3559322033898305E-001	6.0143934815831446E-001
1.5254237288135594E-001	5.9953624752693790E-001
1.6949152542372881E-001	5.9811762539167690E-001
1.8644067796610170E-001	5.9688668196866046E-001
2.0338983050847459E-001	5.9573055304594191E-001
2.2033898305084745E-001	5.9460343932470061E-001
2.3728813559322035E-001	5.9348594574807145E-001
2.5423728813559321E-001	5.9236900847335383E-001
2.7118644067796610E-001	5.9124752081070731E-001
2.8813559322033899E-001	5.9011831909413759E-001
3.0508474576271188E-001	5.8897857952405996E-001
3.2203389830508472E-001	5.8782585129312026E-001
3.3898305084745761E-001	5.8665745729016072E-001
3.5593220338983050E-001	5.8547089451443701E-001
3.7288135593220340E-001	5.8426346228346415E-001
3.8983050847457629E-001	5.8303271078788421E-001
4.0677966101694918E-001	5.8177631411318376E-001
4.2372881355932202E-001	5.8049225844262708E-001
4.4067796610169491E-001	5.7917922262939026E-001
4.5762711864406780E-001	5.7783616423648032E-001
4.7457627118644069E-001	5.7646328691239701E-001
4.9152542372881358E-001	5.7506106701610127E-001
5.0847457627118642E-001	5.7363116561014282E-001
5.2542372881355937E-001	5.7217563741772581E-001
5.4237288135593220E-001	5.7069661827905815E-001
5.5932203389830504E-001	5.6919646375466160E-001
5.7627118644067798E-001	5.6767602449335341E-001
5.9322033898305082E-001	5.6613505793713126E-001
6.1016949152542377E-001	5.6457103007418874E-001
6.2711864406779660E-001	5.6297778620494754E-001
6.4406779661016944E-001	5.6134737037094640E-001
6.6101694915254239E-001	5.5966585653204870E-001
6.7796610169491522E-001	5.5791821119448926E-001
6.9491525423728817E-001	5.5608273460000357E-001
7.1186440677966101E-001	5.5413523435539114E-001
7.2881355932203384E-001	5.5204644133023995E-001
7.4576271186440679E-001	5.4977547190641030E-001
7.6271186440677963E-001	5.4728843678821826E-001
7.7966101694915257E-001	5.4449915873840238E-001
7.9661016949152541E-001	5.4138302441646113E-001
8.1355932203389836E-001	5.3778079192073858E-001
8.3050847457627119E-001	5.3358758964207864E-001
8.4745762711864403E-001	5.2864687687184531E-001
8.6440677966101698E-001	5.2257739732585784E-001
8.8135593220338981E-001	5.1529798037990349E-001
8.9830508474576276E-001	5.0654928431275725E-001
9.1525423728813560E-001	4.9593762345129466E-001
9.3220338983050843E-001	4.8363372017454198E-001
9.4915254237288138E-001	4.6864207014327830E-001
9.6610169491525422E-001	4.5031888590368707E-001
9.8305084745762716E-001	4.2867460651965600E-001
1.0000000000000000E+000	3.9986101344867175E-001
