x	y
0.0000000000000000E+000	1.5999999125752806E+000
1.6949152542372881E-002	1.5851406548314850E+000
3.3898305084745763E-002	1.5701967861660138E+000
5.0847457627118647E-002	1.5551664264845821E+000
6.7796610169491525E-002	1.5400476333291340E+000
8.4745762711864403E-002	1.5248383972541997E+000
1.0169491525423729E-001	1.5095366369765157E+000
1.1864406779661017E-001	1.4941401942608439E+000
1.3559322033898305E-001	1.4786468284447756E+000
1.5254237288135594E-001	1.4630542105654325E+000
1.6949152542372881E-001	1.4473599169939917E+000
1.8644067796610170E-001	1.4315614225341857E+000
2.0338983050847459E-001	1.4156560928842326E+000
2.2033898305084745E-001	1.3996411764030492E+000
2.3728813559322035E-001	1.3835137950683256E+000
2.5423728813559321E-001	1.3672709345413760E+000
2.7118644067796610E-001	1.3509094332110394E+000
2.8813559322033899E-001	1.3344259700935133E+000
3.0508474576271188E-001	1.3178170514414780E+000
3.2203389830508472E-001	1.3010789958881108E+000
3.3898305084745761E-001	1.2842079179548656E+000
3.5593220338983050E-001	1.2671997096828644E+000
3.7288135593220340E-001	1.2500500201830029E+000
3.8983050847457629E-001	1.2327542327828207E+000
4.0677966101694918E-001	1.2153074395163415E+000
4.2372881355932202E-001	1.1977044125345009E+000
4.4067796610169491E-001	1.1799395721098369E+000
4.5762711864406780E-001	1.1620069506891830E+000
4.7457627118644069E-001	1.1439001525591779E+000
4.9152542372881358E-001	1.1256123084220124E+000
5.0847457627118642E-001	1.1071360242816959E+000
5.2542372881355937E-001	1.0884633237320209E+000
5.4237288135593220E-001	1.0695855827958907E+000
5.5932203389830504E-001	1.0504934561174304E+000
5.7627118644067798E-001	1.0311767932694751E+000
5.9322033898305082E-001	1.0116245435409064E+000
6.1016949152542377E-001	9.9182464735519871E-001
6.2711864406779660E-001	9.7176391198031609E-001
6.4406779661016944E-001	9.5142786868615303E-001
6.6101694915254239E-001	9.3080060781025253E-001
6.7796610169491522E-001	9.0986458720571661E-001
6.9491525423728817E-001	8.8860040839930798E-001
7.1186440677966101E-001	8.6698655296686400E-001
7.2881355932203384E-001	8.4499906951966752E-001
7.4576271186440679E-001	8.2261119833216256E-001
7.6271186440677963E-001	7.9979291647227091E-001
7.7966101694915257E-001	7.7651037984081162E-001
7.9661016949152541E-001	7.5272522991134383E-001
8.1355932203389836E-001	7.2839371977358003E-001
8.3050847457627119E-001	7.0346559536027109E-001
8.4745762711864403E-001	6.7788263855326347E-001
8.6440677966101698E-001	6.5157673520483195E-001
8.8135593220338981E-001	6.2446725993535324E-001
8.9830508474576276E-001	5.9645745701696806E-001
9.1525423728813560E-001	5.6742930047424911E-001
9.3220338983050843E-001	5.3723598302991138E-001
9.4915254237288138E-001	5.0569054730734952E-001
9.6610169491525422E-001	4.7254797337853416E-001
9.8305084745762716E-001	4.3747544139264194E-001
1.0000000000000000E+000	4.0000022900693266E-001
