x	y
0.0000000000000000E+000	1.5999998729474669E+000
1.6949152542372881E-002	1.5785653528313959E+000
3.3898305084745763E-002	1.5569507306147574E+000
5.0847457627118647E-002	1.5351485108838325E+000
6.7796610169491525E-002	1.5131524332550241E+000
8.4745762711864403E-002	1.4909578946352211E+000
1.0169491525423729E-001	1.4685623018263083E+000
1.1864406779661017E-001	1.4459651107059532E+000
1.3559322033898305E-001	1.4231679101460317E+000
1.5254237288135594E-001	1.4001744641092586E+000
1.6949152542372881E-001	1.3769907282559914E+000
1.8644067796610170E-001	1.3536248549721510E+000
2.0338983050847459E-001	1.3300871862792976E+000
2.2033898305084745E-001	1.3063902430524552E+000
2.3728813559322035E-001	1.2825487017983548E+000
2.5423728813559321E-001	1.2585793668952308E+000
2.7118644067796610E-001	1.2345011297889665E+000
2.8813559322033899E-001	1.2103349194950268E+000
3.0508474576271188E-001	1.1861036366034219E+000
3.2203389830508472E-001	1.1618320736613483E+000
3.3898305084745761E-001	1.1375468131618147E+000
3.5593220338983050E-001	1.1132761073947042E+000
3.7288135593220340E-001	1.0890497278248912E+000
3.8983050847457629E-001	1.0648987931688552E+000
4.0677966101694918E-001	1.0408555574370475E+000
4.2372881355932202E-001	1.0169531758779164E+000
4.4067796610169491E-001	9.9322542108677958E-001
4.5762711864406780E-001	9.6970637974654450E-001
4.7457627118644069E-001	9.4643009143028822E-001
4.9152542372881358E-001	9.2343017549981754E-001
5.0847457627118642E-001	9.0073939623940191E-001
5.2542372881355937E-001	8.7838922926070218E-001
5.4237288135593220E-001	8.5640936941823587E-001
5.5932203389830504E-001	8.3482725915341038E-001
5.7627118644067798E-001	8.1366757093570141E-001
5.9322033898305082E-001	7.9295173420819065E-001
6.1016949152542377E-001	7.7269743861935170E-001
6.2711864406779660E-001	7.5291820776466845E-001
6.4406779661016944E-001	7.3362297799238152E-001
6.6101694915254239E-001	7.1481577055676160E-001
6.7796610169491522E-001	6.9649539714868025E-001
6.9491525423728817E-001	6.7865527188935826E-001
7.1186440677966101E-001	6.6128327429769440E-001
7.2881355932203384E-001	6.4436171576632095E-001
7.4576271186440679E-001	6.2786735345440992E-001
7.6271186440677963E-001	6.1177148474609289E-001
7.7966101694915257E-001	5.9604005879416488E-001
7.9661016949152541E-001	5.8063382609244185E-001
8.1355932203389836E-001	5.6550845365766844E-001
8.3050847457627119E-001	5.5061462166596620E-001
8.4745762711864403E-001	5.3589803876826503E-001
8.6440677966101698E-001	5.2129938490945449E-001
8.8135593220338981E-001	5.0675419668716959E-001
8.9830508474576276E-001	4.9219266056088157E-001
9.1525423728813560E-001	4.7753959843093946E-001
9.3220338983050843E-001	4.6271463441487398E-001
9.4915254237288138E-001	4.4763311869047046E-001
9.6610169491525422E-001	4.3220799527462600E-001
9.8305084745762716E-001	4.1635476847090996E-001
1.0000000000000000E+000	4.0000012865146628E-001
