x	y
0.0000000000000000E+000	1.5999985330488131E+000
1.6949152542372881E-002	1.3941417079523526E+000
3.3898305084745763E-002	1.1958408128840434E+000
5.0847457627118647E-002	1.0537515046306334E+000
6.7796610169491525E-002	9.9438493228597746E-001
8.4745762711864403E-002	9.9252152840787178E-001
1.0169491525423729E-001	1.0103562736596623E+000
1.1864406779661017E-001	1.0274215129655258E+000
1.3559322033898305E-001	1.0378200821325643E+000
1.5254237288135594E-001	1.0420028422785681E+000
1.6949152542372881E-001	1.0422064182183182E+000
1.8644067796610170E-001	1.0405756861982467E+000
2.0338983050847459E-001	1.0385699081563462E+000
2.2033898305084745E-001	1.0369350523120475E+000
2.3728813559322035E-001	1.0359001511826400E+000
2.5423728813559321E-001	1.0354071377201501E+000
2.7118644067796610E-001	1.0352876170018197E+000
2.8813559322033899E-001	1.0353699133458649E+000
3.0508474576271188E-001	1.0355256297706312E+000
3.2203389830508472E-001	1.0356795414948226E+000
3.3898305084745761E-001	1.0358005257397052E+000
3.5593220338983050E-001	1.0358859859720171E+000
3.7288135593220340E-001	1.0359474492200409E+000
3.8983050847457629E-001	1.0359996679980861E+000
4.0677966101694918E-001	1.0360544498174604E+000
4.2372881355932202E-001	1.0361181257002019E+000
4.4067796610169491E-001	1.0361916233306050E+000
4.5762711864406780E-001	1.0362718622464182E+000
4.7457627118644069E-001	1.0363535381541100E+000
4.9152542372881358E-001	1.0364307046132357E+000
5.0847457627118642E-001	1.0364979266523964E+000
5.2542372881355937E-001	1.0365509180334167E+000
5.4237288135593220E-001	1.0365868187878138E+000
5.5932203389830504E-001	1.0366041730337971E+000
5.7627118644067798E-001	1.0366027770681414E+000
5.9322033898305082E-001	1.0365834514178820E+000
6.1016949152542377E-001	1.0365478008833602E+000
6.2711864406779660E-001	1.0364980008529159E+000
6.4406779661016944E-001	1.0364365890464879E+000
6.6101694915254239E-001	1.0363663098704721E+000
6.7796610169491522E-001	1.0362899638940333E+000
6.9491525423728817E-001	1.0362103414978927E+000
7.1186440677966101E-001	1.0361302016208436E+000
7.2881355932203384E-001	1.0360522329373472E+000
7.4576271186440679E-001	1.0359786399269313E+000
7.6271186440677963E-001	1.0359095756223560E+000
7.7966101694915257E-001	1.0358396108633132E+000
7.9661016949152541E-001	1.0357531235214348E+000
8.1355932203389836E-001	1.0356249965716513E+000
8.3050847457627119E-001	1.0354453301619455E+000
8.4745762711864403E-001	1.0353019244405914E+000
8.6440677966101698E-001	1.0355516476887572E+000
8.8135593220338981E-001	1.0370393101564312E+000
8.9830508474576276E-001	1.0410751720041493E+000
9.1525423728813560E-001	1.0483951719288782E+000
9.3220338983050843E-001	1.0557179801994143E+000
9.4915254237288138E-001	1.0485420112049757E+000
9.6610169491525422E-001	9.9004346093901041E-001
9.8305084745762716E-001	8.1099514043324239E-001
1.0000000000000000E+000	4.0009516985136723E-001
