20.79306503	1778.7067
20.79306666	1778.706992
37.89981418	1760.680008
54.16846143	1747.166631
70.00660777	1734.058943
85.55819584	1721.246967
100.9043231	1709.433816
116.0179167	1696.517349
130.9524573	1683.924408
145.7173897	1671.338092
160.2523818	1657.298792
160.4000508	1657.290428
161.1142237	1656.177497
161.8317999	1655.364967
162.5716764	1655.040471
163.3286756	1655.074135
164.0393207	1654.217477
164.7466029	1653.354477
165.455774	1652.36186
166.1636075	1651.40779
166.8722295	1650.550944
167.5828684	1649.793939
168.3029297	1649.265581
168.997926	1648.146098
169.756438	1648.120437
170.4647745	1647.177906
171.169425	1646.178007
171.8727071	1645.15181
172.5808343	1644.412988
173.2728769	1643.347993
173.996068	1642.873702
174.7040462	1642.075989
175.4095442	1641.212986
176.11843	1640.359563
176.8275709	1639.477141
177.5331683	1638.735999
178.2414391	1638.05174
178.9976641	1638.117546
179.693309	1637.191679
180.390813	1636.221346
181.0860188	1635.228902
181.7847592	1634.224285
182.4879161	1633.328379
183.1822809	1632.488261
183.8869883	1631.734994
184.5912113	1631.094849
185.2874866	1630.229632
185.9470581	1628.668815
186.6615564	1627.94565
187.3594952	1626.961068
188.0556555	1626.025405
188.752739	1625.40034
189.489285	1625.191558
190.2358442	1625.28747
190.9462765	1624.723372
191.6444992	1623.941736
192.3240763	1622.861243
193.0088448	1621.780359
193.688295	1620.491263
194.3648854	1619.555711
194.9996949	1617.912534
195.7195216	1617.561029
196.3579963	1615.889423
197.0768986	1615.459031
197.7577125	1614.404964
198.4236844	1613.027952
199.0984565	1611.861202
199.7768729	1610.713209
200.4534141	1609.771674
201.1289743	1608.821692
201.8051583	1607.857604
202.4813253	1606.876603
203.1584212	1605.884022
203.833044	1604.857178
204.5083441	1603.80592
205.1828088	1602.719451
205.8563129	1601.632493
206.5279738	1600.695861
207.2030949	1599.787914
207.8734212	1598.792346
208.4947189	1597.07845
209.1865737	1596.307613
209.8423113	1595.039682
210.5081768	1593.979111
211.15133	1592.5293
211.7999241	1591.104945
212.4368959	1589.782356
213.1821799	1589.978968
213.8120651	1588.498462
214.4726925	1587.423677
215.0752762	1585.497585
215.7755169	1584.999727
216.4252842	1583.724692
216.9958679	1581.085112
217.6325449	1579.591975
218.2738174	1578.333704
218.9125792	1577.110257
219.5534993	1575.864107
220.2139458	1574.850839
221.0117906	1575.671936
221.6267251	1574.041006
222.1935788	1571.81766
222.682644	1568.401803
223.3964946	1568.114275
223.9922787	1566.162481
224.5790947	1564.335349
225.1650281	1562.501299
225.756916	1560.669854
226.3346181	1558.678585
226.9108506	1556.569499
227.4641878	1554.227105
228.017213	1551.845455
228.5704739	1549.413657
229.1600887	1547.177685
229.7103219	1544.949815
230.252641	1542.694628
230.7887157	1540.289856
231.3856092	1538.692263
231.949311	1536.655752
232.2964125	1531.770681
232.7588002	1528.365222
233.1200868	1523.706235
233.6278924	1521.026407
233.9390406	1515.899172
234.4751035	1513.763435
