Var1 Var2
0 3.91850204813952e-10
0.000100502512562814 4.68098289971312e-05
0.000201005025125628 0.000103628614195396
0.000301507537688442 0.000172517401749039
0.000402010050251256 0.000255911242612141
0.00050251256281407 0.000356659230293026
0.000603015075376884 0.000478071715555427
0.000703517587939699 0.000623952536865335
0.000804020100502513 0.000798626697592919
0.000904522613065327 0.00100694743618437
0.00100502512562814 0.00125428000623553
0.00110552763819095 0.00154645631781935
0.00120603015075377 0.0018896987887858
0.00130653266331658 0.00229050222877529
0.0014070351758794 0.00275548167045723
0.00150753768844221 0.0032911871125452
0.00160804020100503 0.00390389659461026
0.00170854271356784 0.00459939827643673
0.00180904522613065 0.00538278127154243
0.00190954773869347 0.00625825132895715
0.00201005025125628 0.00722898556432731
0.0021105527638191 0.00829703898514856
0.00221105527638191 0.00946330595596643
0.00231155778894472 0.0107275363254332
0.00241206030150754 0.0120883992632393
0.00251256281407035 0.0135435841849342
0.00261306532663317 0.0150899262281509
0.00271356783919598 0.0167235454995012
0.00281407035175879 0.0184399884736002
0.00291457286432161 0.0202343638712227
0.00301507537688442 0.0221014677776991
0.00311557788944724 0.0240358940882713
0.00321608040201005 0.0260321293012997
0.00331658291457286 0.0280846317382541
0.00341708542713568 0.0301878955755807
0.00351758793969849 0.0323365019403608
0.00361809045226131 0.0345251588293497
0.00371859296482412 0.0367487296716234
0.00381909547738693 0.0390022564449431
0.00391959798994975 0.0412809732771551
0.00402010050251256 0.0435803166426293
0.00412060301507538 0.0458959315260624
0.00422110552763819 0.0482236725437918
0.00432160804020101 0.050559604672027
0.00442211055276382 0.0529000006928342
0.00452261306532663 0.055241337815182
0.00462311557788945 0.0575802931213522
0.00472361809045226 0.0599137381608255
0.00482412060301507 0.0622387337692082
0.00492462311557789 0.0645525232790242
0.0050251256281407 0.0668525263144346
0.00512562814070352 0.0691363334037698
0.00522613065326633 0.0714016981635616
0.00532663316582915 0.0736465331540305
0.00542713567839196 0.0758689019529723
0.00552763819095477 0.0780670123442734
0.00562814070351759 0.0802392129910189
0.0057286432160804 0.0823839862147406
0.00582914572864322 0.0844999424836948
0.00592964824120603 0.0865858148748702
0.00603015075376884 0.0886404545083464
0.00613065326633166 0.0906628245342684
0.00623115577889447 0.0926519960076389
0.00633165829145729 0.0946071422942093
0.0064321608040201 0.0965275351905849
0.00653266331658291 0.0984125402302171
0.00663316582914573 0.10026161149494
0.00673366834170854 0.102074291363911
0.00683417085427136 0.10385019771792
0.00693467336683417 0.105589029712869
0.00703517587939699 0.107290557918126
0.0071356783919598 0.108954601399561
0.00723618090452261 0.11058067006283
0.00733668341708543 0.112164900217115
0.00743718592964824 0.113686583729435
0.00753768844221106 0.115078317303777
0.00763819095477387 0.116195902180831
0.00773869346733668 0.116815996924722
0.0078391959798995 0.11668877617358
0.00793969849246231 0.115662636530983
0.00804020100502513 0.113728160602469
0.00814070351758794 0.110986194881694
0.00824120603015075 0.107613414163669
0.00834170854271357 0.103802406831879
0.00844221105527638 0.0997164472713911
0.0085427135678392 0.0954742813906684
0.00864321608040201 0.0911542957844973
0.00874371859296482 0.0868059577927181
0.00884422110552764 0.0824603495453435
0.00894472361809045 0.0781394310300851
0.00904522613065327 0.0738613966710617
