-1.0000000000000000E+001 	-3.3029837862017850E-009 	
-9.9019607843137258E+000 	-3.5294646762446837E-009 	
-9.8039215686274517E+000 	-3.7541782737918847E-009 	
-9.7058823529411757E+000 	-3.9821385516275316E-009 	
-9.6078431372549016E+000 	-4.2303335609653330E-009 	
-9.5098039215686274E+000 	-4.7119253947872381E-009 	
-9.4117647058823533E+000 	-5.0932590544873460E-009 	
-9.3137254901960791E+000 	-5.6478017946078694E-009 	
-9.2156862745098032E+000 	-6.2546242481141512E-009 	
-9.1176470588235290E+000 	-6.8748399884823791E-009 	
-9.0196078431372548E+000 	-7.5516055296996589E-009 	
-8.9215686274509807E+000 	-8.4101203262639597E-009 	
-8.8235294117647065E+000 	-9.6980004299183505E-009 	
-8.7254901960784323E+000 	-8.2814950956653987E-009 	
-8.6274509803921564E+000 	-7.3447892396338540E-009 	
-8.5294117647058822E+000 	-7.0308780742482283E-009 	
-8.4313725490196081E+000 	-7.4749492750698578E-009 	
-8.3333333333333339E+000 	-8.8043829807969461E-009 	
-8.2352941176470580E+000 	-1.1138751793264644E-008 	
-8.1372549019607838E+000 	-1.6376559904002640E-008 	
-8.0392156862745097E+000 	-1.1396708494479703E-008 	
-7.9411764705882355E+000 	1.4958061023409518E-009 	
-7.8431372549019613E+000 	1.1013433912940108E-008 	
-7.7450980392156863E+000 	1.2980210147096592E-008 	
-7.6470588235294112E+000 	1.0331755197887284E-008 	
-7.5490196078431371E+000 	1.3115274641687380E-008 	
-7.4509803921568629E+000 	-1.1092092375461079E-008 	
-7.3529411764705888E+000 	9.7216853699344348E-008 	
-7.2549019607843137E+000 	3.2427239300487227E-007 	
-7.1568627450980387E+000 	6.1340776414823662E-007 	
-7.0588235294117645E+000 	9.9985828466269574E-007 	
-6.9607843137254903E+000 	1.6107613510076584E-006 	
-6.8627450980392162E+000 	2.6651564385686755E-006 	
-6.7647058823529411E+000 	3.9005788776086973E-006 	
-6.6666666666666661E+000 	6.5290386185415613E-006 	
-6.5686274509803919E+000 	1.0852788428061823E-005 	
-6.4705882352941178E+000 	1.7689474841856901E-005 	
-6.3725490196078436E+000 	2.8440281988918902E-005 	
-6.2745098039215685E+000 	4.5089931591544847E-005 	
-6.1764705882352944E+000 	7.1649671791470208E-005 	
-6.0784313725490193E+000 	1.1015001749927856E-004 	
-5.9803921568627452E+000 	1.6721013515725872E-004 	
-5.8823529411764710E+000 	2.5293797532413006E-004 	
-5.7843137254901960E+000 	3.7944587088477484E-004 	
-5.6862745098039218E+000 	5.6085053705023360E-004 	
-5.5882352941176467E+000 	8.1920370370892697E-004 	
-5.4901960784313726E+000 	1.1799718749965328E-003 	
-5.3921568627450984E+000 	1.6730550942512731E-003 	
-5.2941176470588234E+000 	2.3325030524910650E-003 	
-5.1960784313725492E+000 	3.1933923447601230E-003 	
-5.0980392156862742E+000 	4.2918264701290081E-003 	
-5.0000000000000000E+000 	5.6479722004006295E-003 	
-4.9019607843137258E+000 	7.2898563014531844E-003 	
-4.8039215686274508E+000 	9.2183722950828634E-003 	
-4.7058823529411766E+000 	1.1425733744619743E-002 	
-4.6078431372549025E+000 	1.3898245064864432E-002 	
-4.5098039215686274E+000 	1.6616150523594216E-002 	
-4.4117647058823533E+000 	1.9549032642676316E-002 	
-4.3137254901960782E+000 	2.2672069829550435E-002 	
-4.2156862745098040E+000 	2.5962600158869489E-002 	
-4.1176470588235299E+000 	2.9396191780223832E-002 	
-4.0196078431372548E+000 	3.2948862318295198E-002 	
-3.9215686274509807E+000 	3.6604233342615394E-002 	
-3.8235294117647056E+000 	4.0343417993481616E-002 	
-3.7254901960784315E+000 	4.4151414961494058E-002 	
-3.6274509803921573E+000 	4.8014549834180201E-002 	
-3.5294117647058822E+000 	5.1920833111008133E-002 	
-3.4313725490196081E+000 	5.5859437880354551E-002 	
-3.3333333333333330E+000 	5.9820177902168689E-002 	
-3.2352941176470589E+000 	6.3794151958012954E-002 	
-3.1372549019607847E+000 	6.7773634527596230E-002 	
-3.0392156862745097E+000 	7.1751174059032335E-002 	
-2.9411764705882355E+000 	7.5719816710015556E-002 	
-2.8431372549019605E+000 	7.9672269157996453E-002 	
-2.7450980392156863E+000 	8.3590662768935078E-002 	
-2.6470588235294121E+000 	8.7294275226762919E-002 	
-2.5490196078431371E+000 	8.9726211644715989E-002 	
-2.4509803921568629E+000 	8.9832046710061342E-002 	
-2.3529411764705888E+000 	8.8933274318719918E-002 	
-2.2549019607843137E+000 	8.7917085487091318E-002 	
-2.1568627450980395E+000 	8.6887608735365843E-002 	
-2.0588235294117645E+000 	8.5853144749384463E-002 	
-1.9607843137254903E+000 	8.4817159568142286E-002 	
-1.8627450980392162E+000 	8.3783503625245934E-002 	
-1.7647058823529420E+000 	8.2756489272978892E-002 	
-1.6666666666666661E+000 	8.1740652044566237E-002 	
-1.5686274509803919E+000 	8.0740694291680529E-002 	
-1.4705882352941178E+000 	7.9761694146893145E-002 	
-1.3725490196078436E+000 	7.8808894529358742E-002 	
-1.2745098039215694E+000 	7.7887770337283987E-002 	
-1.1764705882352935E+000 	7.7003918569991558E-002 	
-1.0784313725490193E+000 	7.6163052220836816E-002 	
-9.8039215686274517E-001 	7.5370901397740928E-002 	
-8.8235294117647101E-001 	7.4633145593121272E-002 	
-7.8431372549019684E-001 	7.3955356199943423E-002 	
-6.8627450980392091E-001 	7.3342809071453172E-002 	
-5.8823529411764675E-001 	7.2800624988399912E-002 	
-4.9019607843137258E-001 	7.2333320453567274E-002 	
-3.9215686274509842E-001 	7.1944990781231691E-002 	
-2.9411764705882426E-001 	7.1639176681720818E-002 	
-1.9607843137254832E-001 	7.1418672555758761E-002 	
-9.8039215686274161E-002 	7.1285531912689368E-002 	
0.0000000000000000E+000 	7.1240890488886030E-002 	
9.8039215686274161E-002 	7.1285531912689229E-002 	
1.9607843137254832E-001 	7.1418672555758608E-002 	
2.9411764705882426E-001 	7.1639176681720818E-002 	
3.9215686274509842E-001 	7.1944990781231760E-002 	
4.9019607843137258E-001 	7.2333320453567301E-002 	
