x	y
0.0000000000000000E+000	-6.1436793354144541E-007
1.6949152542372881E-002	-3.4102412254442563E-002
3.3898305084745763E-002	-5.5930631756146258E-002
5.0847457627118647E-002	-6.9069613068919733E-002
6.7796610169491525E-002	-7.6411764785453071E-002
8.4745762711864403E-002	-7.9516807964130673E-002
1.0169491525423729E-001	-7.8969657657645742E-002
1.1864406779661017E-001	-7.5143480510651159E-002
1.3559322033898305E-001	-6.8678569075106013E-002
1.5254237288135594E-001	-6.0531457613960775E-002
1.6949152542372881E-001	-5.1773279512042546E-002
1.8644067796610170E-001	-4.3347310419549478E-002
2.0338983050847459E-001	-3.5910471606283509E-002
2.2033898305084745E-001	-2.9789204827255559E-002
2.3728813559322035E-001	-2.5024319272273408E-002
2.5423728813559321E-001	-2.1458912276980008E-002
2.7118644067796610E-001	-1.8831039623814584E-002
2.8813559322033899E-001	-1.6848673535157649E-002
3.0508474576271188E-001	-1.5239556216764339E-002
3.2203389830508472E-001	-1.3778229331329767E-002
3.3898305084745761E-001	-1.2295852675336630E-002
3.5593220338983050E-001	-1.0679237628432868E-002
3.7288135593220340E-001	-8.8639621031011261E-003
3.8983050847457629E-001	-6.8251742247929089E-003
4.0677966101694918E-001	-4.5681696981473572E-003
4.2372881355932202E-001	-2.1197929268997728E-003
4.4067796610169491E-001	4.7906218767875843E-004
4.5762711864406780E-001	3.1800786633272597E-003
4.7457627118644069E-001	5.9336683939275880E-003
4.9152542372881358E-001	8.6950350304671534E-003
5.0847457627118642E-001	1.1430345991675594E-002
5.2542372881355937E-001	1.4122908521123669E-002
5.4237288135593220E-001	1.6778987464695607E-002
5.5932203389830504E-001	1.9432596048139971E-002
5.7627118644067798E-001	2.2148465605965732E-002
5.9322033898305082E-001	2.5022270149994467E-002
6.1016949152542377E-001	2.8177280242413304E-002
6.2711864406779660E-001	3.1756763560338970E-002
6.4406779661016944E-001	3.5911853388456046E-002
6.6101694915254239E-001	4.0785089434194399E-002
6.7796610169491522E-001	4.6490533361090873E-002
6.9491525423728817E-001	5.3091999691328481E-002
7.1186440677966101E-001	6.0581545025529926E-002
7.2881355932203384E-001	6.8860604110460105E-002
7.4576271186440679E-001	7.7726192946329042E-002
7.6271186440677963E-001	8.6864234797133288E-002
7.7966101694915257E-001	9.5851823765595645E-002
7.9661016949152541E-001	1.0416975388050220E-001
8.1355932203389836E-001	1.1122671042122695E-001
8.3050847457627119E-001	1.1639577892550275E-001
8.4745762711864403E-001	1.1906335026311093E-001
8.6440677966101698E-001	1.1868798172825996E-001
8.8135593220338981E-001	1.1486344975295815E-001
8.9830508474576276E-001	1.0737613469080709E-001
9.1525423728813560E-001	9.6242848718803731E-002
9.3220338983050843E-001	8.1716157830149752E-002
9.4915254237288138E-001	6.4248299595636590E-002
9.6610169491525422E-001	4.4416268001677466E-002
9.8305084745762716E-001	2.2823177602840992E-002
1.0000000000000000E+000	1.5391560997986515E-007
