x	y
0.0000000000000000E+000	-1.7076360835625384E-007
1.6949152542372881E-002	-2.7045790576075694E-002
3.3898305084745763E-002	-4.9733081096180409E-002
5.0847457627118647E-002	-6.8533976505494101E-002
6.7796610169491525E-002	-8.3749771941105472E-002
8.4745762711864403E-002	-9.5516375463235687E-002
1.0169491525423729E-001	-1.0389579372903981E-001
1.1864406779661017E-001	-1.0898883137001637E-001
1.3559322033898305E-001	-1.1101362739057084E-001
1.5254237288135594E-001	-1.1032731757429176E-001
1.6949152542372881E-001	-1.0739698573466919E-001
1.8644067796610170E-001	-1.0274254150274584E-001
2.0338983050847459E-001	-9.6876531967545573E-002
2.2033898305084745E-001	-9.0257410327598403E-002
2.3728813559322035E-001	-8.3263178358896545E-002
2.5423728813559321E-001	-7.6183733528254069E-002
2.7118644067796610E-001	-6.9226050991179622E-002
2.8813559322033899E-001	-6.2526005067032472E-002
3.0508474576271188E-001	-5.6161705935758213E-002
3.2203389830508472E-001	-5.0165777840029777E-002
3.3898305084745761E-001	-4.4535289833793179E-002
3.5593220338983050E-001	-3.9239411559098311E-002
3.7288135593220340E-001	-3.4225116232033517E-002
3.8983050847457629E-001	-2.9421487923117755E-002
4.0677966101694918E-001	-2.4743116890587828E-002
4.2372881355932202E-001	-2.0092971643971943E-002
4.4067796610169491E-001	-1.5365108341383507E-002
4.5762711864406780E-001	-1.0447453235014286E-002
4.7457627118644069E-001	-5.2248991154323632E-003
4.9152542372881358E-001	4.1716090473112836E-004
5.0847457627118642E-001	6.5887613389342429E-003
5.2542372881355937E-001	1.3390768567188495E-002
5.4237288135593220E-001	2.0909836808023802E-002
5.5932203389830504E-001	2.9213093303985960E-002
5.7627118644067798E-001	3.8342799686680487E-002
5.9322033898305082E-001	4.8311295251971774E-002
6.1016949152542377E-001	5.9096559636483935E-002
6.2711864406779660E-001	7.0638714134630118E-002
6.4406779661016944E-001	8.2837732112104281E-002
6.6101694915254239E-001	9.5552524772069311E-002
6.7796610169491522E-001	1.0860142462116962E-001
6.9491525423728817E-001	1.2176395581965961E-001
7.1186440677966101E-001	1.3478358913117766E-001
7.2881355932203384E-001	1.4737115751656030E-001
7.4576271186440679E-001	1.5920848554204575E-001
7.6271186440677963E-001	1.6995202085921207E-001
7.7966101694915257E-001	1.7923630335235155E-001
7.9661016949152541E-001	1.8667756611425748E-001
8.1355932203389836E-001	1.9187791720353356E-001
8.3050847457627119E-001	1.9443090420066961E-001
8.4745762711864403E-001	1.9392924483254853E-001
8.6440677966101698E-001	1.8997530565410267E-001
8.8135593220338981E-001	1.8219439871698129E-001
8.9830508474576276E-001	1.7025008324250887E-001
9.1525423728813560E-001	1.5385963565841881E-001
9.3220338983050843E-001	1.3280684157729208E-001
9.4915254237288138E-001	1.0694824809593843E-001
9.6610169491525422E-001	7.6208927029627463E-002
9.8305084745762716E-001	4.0563527240608209E-002
1.0000000000000000E+000	2.5807500741724249E-007
